Employee ID,Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRotation,FeedbackFromManager,Mentoring,Autonomy,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,Tools,TotalWorkingYears,Training,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance
50512,33,Sales,17,4,4,Male,3,2,2,L,N,Y,Sales Executive,5505,9,No,14,3,L,6,Y,3,6,2,0,4,60
50652,57,Research & Development,7,4,4,Male,3,2,1,H,N,Y,Customercare Representative,6755,2,No,11,3,L,15,Y,3,3,2,1,2,55
50665,33,Sales,6,3,1,Male,4,2,2,H,Y,Y,Sales Executive,4037,1,No,22,1,L,9,Y,3,9,8,0,8,61
50861,36,Human Resources,20,1,2,Male,2,2,2,L,Y,Y,Human Resources,3886,7,No,21,4,H,10,Y,2,10,1,0,8,78
50900,30,Production,14,3,3,Male,3,1,2,H,N,N,Machinists,2097,4,No,15,3,L,9,Y,1,5,3,1,4,60
50946,60,Research & Development,12,3,1,Female,3,5,2,L,N,Y,Manager,19566,5,No,11,4,L,33,N,1,29,8,11,10,44
50994,42,Research & Development,5,3,2,Male,4,2,4,L,Y,N,Customercare Representative,5538,4,No,18,3,H,10,Y,2,0,0,0,0,67
51006,39,Research & Development,5,2,1,Male,3,2,1,H,N,Y,Manufacturing Director,4534,6,No,11,1,L,9,Y,3,8,7,1,7,51
51051,33,Sales,20,3,1,Female,3,2,1,L,N,N,Sales Executive,5324,9,No,15,3,L,6,N,3,3,2,0,2,20
51064,40,Production,19,4,1,Male,3,1,2,L,Y,Y,Machinists,2406,3,No,19,3,L,8,Y,2,1,0,0,0,72
51150,29,Research & Development,22,1,3,Male,2,1,1,L,N,N,Research and Design Specialists,2389,1,Yes,13,3,L,4,N,2,4,3,0,1,15
51197,48,Research & Development,7,3,4,Female,3,4,1,L,N,Y,Manager,17174,8,No,11,2,H,24,N,3,22,17,4,7,34
51260,31,Research & Development,16,4,3,Male,1,2,4,H,N,N,Manufacturing Director,4345,0,No,12,4,H,6,Y,3,5,4,1,4,69
51270,29,Research & Development,25,1,2,Female,1,1,2,L,Y,N,Research and Design Specialists,2168,9,Yes,18,1,L,6,N,2,5,4,1,3,41
51294,31,Research & Development,2,2,3,Male,2,1,1,H,N,N,Research and Design Specialists,2321,6,Yes,22,1,L,4,N,3,3,2,1,2,47
51295,33,Research & Development,15,5,4,Male,3,2,1,H,N,Y,Customercare Representative,6388,5,Yes,17,1,H,14,Y,3,0,0,0,0,58
51302,24,Research & Development,21,,,Male,4,1,2,H,N,Y,Research and Design Specialists,2725,3,Yes,11,2,L,6,Y,3,6,5,1,4,59
51344,28,Sales,14,2,2,Male,2,3,2,H,Y,Y,Customercare Representative,8722,8,No,12,1,L,10,Y,2,10,7,1,9,53
51364,30,Production,18,2,4,Male,2,1,2,L,N,N,Machinists,2206,1,No,13,1,L,10,Y,3,10,0,1,8,50
51408,52,IT_Support,21,3,2,Male,2,3,3,H,Y,Y,IT specialists,9028,3,Yes,19,4,L,9,Y,3,5,2,3,4,65
51498,20,Research & Development,5,1,4,Male,3,1,2,L,N,N,Research and Design Specialists,1009,9,Yes,11,4,L,1,N,3,1,0,1,1,36
51673,47,Sales,15,4,4,Male,3,2,2,L,N,N,Sales Executive,4960,1,No,12,4,L,20,N,3,7,7,1,7,48
51685,50,Human Resources,3,3,1,Male,3,5,3,H,N,Y,Manager,18200,5,No,11,3,H,32,Y,3,32,5,10,7,86
51737,51,Finance,17,4,1,Male,2,3,2,L,N,Y,Accountant,9008,3,Yes,18,4,H,6,Y,3,10,7,3,3,29
51740,30,Sales,18,2,3,Male,3,3,2,L,Y,Y,Sales Executive,7264,8,No,11,1,L,10,Y,4,8,4,7,7,70
51763,52,Sales,13,4,1,Male,3,1,1,L,N,N,Sales Representative,3482,5,No,15,2,H,16,N,2,9,8,0,0,37
51840,26,Research & Development,5,1,4,Male,4,3,3,L,N,N,Machinists,5100,6,No,15,1,H,6,Y,1,4,7,1,3,75
51938,35,Sales,19,4,4,Male,3,3,3,L,Y,Y,Sales Executive,7823,4,No,13,2,H,12,Y,3,10,9,0,8,81
51972,25,Research & Development,25,3,1,Female,3,2,2,H,N,N,Manufacturing Director,4898,0,No,12,4,H,5,Y,3,4,2,1,2,68
52005,38,Sales,1,2,4,Male,2,2,3,H,N,Y,Sales Executive,5249,3,No,18,4,H,13,Y,3,8,7,7,5,83
52061,22,Production,3,1,2,Male,1,1,1,L,Y,Y,Machinists,2451,4,No,15,1,L,4,Y,2,4,3,1,1,58
52076,32,Sales,7,4,2,Male,3,2,3,H,Y,Y,Sales Executive,4403,3,No,11,3,H,8,Y,2,5,2,0,3,81
52138,29,Production,21,1,4,Female,3,1,2,H,N,Y,Machinists,3180,8,No,13,3,H,4,Y,3,3,2,0,2,66
52205,33,Sales,13,3,1,Female,3,3,2,L,N,Y,Sales Executive,8564,1,Yes,20,3,L,11,N,2,0,0,0,0,46
52246,33,Sales,25,5,4,Male,4,3,4,L,Y,Y,Sales Executive,8380,5,Yes,14,4,L,10,Y,3,9,8,0,8,79
52311,38,Research & Development,18,3,4,Female,2,2,1,L,Y,Y,Research and Design Specialists,2133,7,Yes,16,3,L,20,Y,3,20,11,0,7,55
52351,39,Research & Development,12,2,3,Male,3,3,2,H,Y,Y,Customercare Representative,10920,9,No,21,2,H,13,N,3,6,4,0,5,41
52386,43,Finance,5,3,1,Male,3,3,1,L,N,Y,Accountant,8917,6,No,19,3,L,7,N,1,2,6,1,2,50
52431,27,Research & Development,12,4,1,Female,2,1,1,H,N,Y,Research and Design Specialists,2187,4,No,12,3,L,6,Y,2,5,3,0,3,58
52464,53,Finance,14,3,2,Male,3,3,2,L,N,Y,Accountant,9596,3,Yes,19,4,L,5,N,1,9,6,1,7,45
52587,29,Sales,24,3,4,Male,3,1,2,H,N,Y,Sales Representative,2297,3,No,14,4,L,2,Y,3,2,2,2,2,70
52630,38,Research & Development,22,3,1,Male,2,2,2,H,Y,Y,Customercare Representative,6288,6,No,15,3,L,13,Y,2,4,3,1,2,70
52665,40,Research & Development,12,3,3,Male,3,1,2,L,Y,Y,Research and Design Specialists,2345,4,No,14,3,H,8,Y,4,3,1,1,2,68
52701,34,Research & Development,25,3,3,Female,4,1,2,L,Y,N,Research and Design Specialists,2585,4,No,17,4,H,2,N,2,1,0,0,0,44
52760,48,Production,24,2,4,Male,4,1,2,L,N,Y,Machinists,2559,4,No,11,3,L,7,Y,2,1,0,0,0,62
52765,40,Research & Development,10,4,1,Male,3,4,2,L,N,Y,Manager,16823,2,No,11,1,H,22,N,3,19,7,11,16,46
52771,33,Finance,16,3,1,Female,3,2,4,L,N,Y,Accountant,8833,6,Yes,18,4,H,8,N,3,2,2,2,6,35
52840,35,Sales,11,4,2,Female,2,1,2,H,Y,N,Sales Representative,2430,9,No,23,1,H,6,N,3,5,3,4,2,43
53023,37,Sales,15,4,1,Male,2,3,1,H,Y,Y,Sales Executive,10609,4,No,11,3,L,17,Y,1,14,1,11,7,51
53081,35,Production,20,4,2,Female,4,3,3,L,N,Y,Production Supervisors,6058,1,No,18,1,H,7,Y,2,9,4,1,2,33
53151,21,Sales,23,2,1,Male,3,1,2,H,N,Y,Sales Representative,2610,1,No,24,3,H,3,Y,2,3,2,2,2,66
53176,45,Sales,18,2,3,Female,3,2,4,H,N,Y,Sales Executive,5006,4,Yes,11,1,H,9,Y,,,,,,69
53267,31,Finance,1,3,2,Female,2,3,2,H,Y,Y,Accountant,9830,2,Yes,20,3,L,5,Y,3,2,5,1,3,64
53303,35,Sales,22,4,4,Male,3,2,1,L,Y,N,Sales Executive,4581,8,Yes,24,1,L,13,N,4,11,9,6,7,29
53366,44,Finance,7,4,2,Male,3,3,4,L,N,Y,Accountant,8173,7,Yes,15,4,H,6,N,1,9,6,2,7,32
53448,52,Production,13,4,3,Female,3,1,1,L,N,N,Machinists,2950,2,No,13,3,L,12,N,1,5,4,0,4,31
53542,30,Production,24,2,4,Male,3,1,2,L,Y,Y,Machinists,3748,4,No,13,3,L,12,Y,2,12,8,1,7,70
53571,55,Research & Development,2,3,3,Male,2,5,4,L,Y,Y,Research Director,19038,4,No,12,2,L,34,Y,3,1,0,0,0,74
53627,27,Production,22,1,1,Male,3,1,2,L,N,N,Machinists,3468,9,No,12,4,L,6,N,3,2,2,2,2,42
53696,31,Sales,22,4,1,Female,2,2,2,L,N,N,Sales Executive,5468,5,No,14,1,H,13,N,3,12,7,5,7,45
53808,35,Research & Development,9,3,3,Male,2,3,2,H,N,Y,Manufacturing Director,10274,8,No,18,2,H,15,Y,4,7,7,6,4,93
53821,33,Production,15,4,1,Male,2,2,3,L,N,N,Production Supervisors,5758,7,Yes,15,1,L,9,N,1,2,2,1,5,37
53827,28,Finance,17,4,1,Female,3,2,3,H,N,Y,Accountant,8716,2,Yes,16,1,H,5,N,2,10,3,3,4,49
53857,29,Research & Development,12,1,1,Male,3,2,4,H,N,Y,Customercare Representative,8853,1,No,19,4,H,6,Y,4,6,4,1,3,67
54053,42,Production,4,3,3,Female,4,2,4,L,Y,Y,Machinists,5231,1,Yes,13,2,H,17,Y,2,5,3,1,3,74
54055,19,Human Resources,14,2,1,Male,2,1,1,L,N,N,Human Resources,2564,1,No,12,3,L,1,N,4,1,0,0,0,29
54187,36,Sales,4,4,2,Female,2,2,2,L,N,N,Sales Executive,5673,8,Yes,13,1,H,10,N,3,10,9,1,7,43
54222,47,Finance,12,4,1,Female,3,3,3,H,N,Y,Accountant,9542,2,No,15,3,H,9,N,3,7,7,3,4,48
54360,40,Research & Development,25,3,3,Male,3,2,4,L,Y,Y,Research and Design Specialists,4661,3,No,13,3,L,9,Y,3,9,8,8,8,67
54413,42,Production,8,3,2,Male,1,2,2,H,N,N,Machinists,4272,7,No,19,1,L,16,N,3,1,0,0,0,49
54456,36,Sales,1,2,2,Male,3,2,3,H,Y,Y,Sales Executive,6201,5,Yes,14,4,H,18,Y,2,18,14,4,11,87
54481,40,Production,14,4,1,Female,2,4,1,L,N,Y,Production Supervisors,6377,2,Yes,18,4,L,6,N,1,10,7,2,7,39
54516,45,Sales,9,4,3,Female,3,2,1,L,Y,Y,Sales Executive,5154,2,No,22,2,H,10,Y,4,8,7,5,7,55
54535,42,Research & Development,10,3,3,Male,3,3,4,L,Y,Y,Research Director,13348,4,No,13,2,L,18,Y,4,13,7,5,7,69
54542,18,Production,14,1,3,Male,3,1,1,H,N,Y,Machinists,1904,8,No,12,4,L,0,Y,3,0,0,0,0,55
54630,54,Finance,23,4,2,Male,2,3,3,L,Y,Y,Accountant,8424,4,No,19,1,L,7,Y,3,2,5,3,3,55
54748,54,Production,25,4,3,Female,3,2,2,H,N,N,Machinists,3780,7,No,11,3,L,19,Y,3,1,0,0,0,60
54888,39,Production,16,3,2,Male,4,2,1,L,N,N,Production Supervisors,5880,6,No,18,1,L,7,N,1,2,4,3,7,30
54953,46,Sales,8,3,1,Male,3,3,1,L,N,Y,Sales Executive,10096,7,No,11,1,L,28,N,4,7,7,4,3,37
55130,48,Finance,23,3,2,Female,3,2,2,L,Y,Y,Accountant,8836,4,No,18,3,L,7,N,2,4,4,1,6,75
55184,45,Sales,10,3,4,Female,2,3,2,L,Y,N,Sales Executive,8865,6,No,12,4,L,23,Y,3,19,7,12,8,50
55236,32,Production,18,3,4,Male,3,1,2,L,Y,Y,Machinists,2314,8,No,12,2,L,4,Y,3,3,0,0,2,68
55268,58,Research & Development,21,4,4,Female,3,3,1,L,Y,Y,Customercare Representative,10312,1,No,12,4,L,40,N,2,40,10,15,6,26
55269,52,Research & Development,18,4,3,Male,2,2,2,L,N,N,Research and Design Specialists,4941,2,No,15,1,L,11,N,2,8,2,7,7,43
55325,22,Research & Development,22,2,4,Male,3,1,2,L,Y,Y,Research and Design Specialists,3375,8,No,12,4,L,4,Y,4,3,2,1,2,66
55454,46,Research & Development,9,4,3,Female,3,2,2,L,N,N,Manufacturing Director,5258,2,No,14,3,L,7,N,4,1,0,0,0,48
55502,55,Finance,12,3,1,Male,3,2,4,L,Y,Y,Accountant,8618,2,Yes,15,4,L,8,Y,2,3,6,3,5,73
55523,31,Research & Development,10,2,3,Male,3,1,1,L,N,N,Research and Design Specialists,3065,6,Yes,13,4,H,4,N,4,4,2,2,3,39
55643,38,Sales,3,3,1,Male,2,1,2,L,Y,Y,Sales Representative,2858,5,No,14,1,L,20,Y,2,1,0,0,0,54
55735,27,Research & Development,24,3,4,Female,2,1,2,L,Y,Y,Research and Design Specialists,4774,1,No,19,4,H,8,Y,2,7,6,7,3,60
55903,38,Human Resources,11,4,3,Male,3,2,4,L,N,Y,Human Resources,6077,3,No,11,3,H,10,Y,3,6,3,1,2,64
55993,56,Production,25,2,4,Male,3,1,2,L,Y,Y,Machinists,2339,8,No,11,4,L,14,Y,1,10,9,9,8,53
56099,50,Research & Development,8,3,3,Female,3,5,2,L,Y,Y,Manager,19926,3,No,15,2,L,21,N,3,5,4,4,4,49
56104,28,Production,23,2,3,Male,2,1,1,H,Y,N,Machinists,2561,8,No,11,3,L,8,N,2,0,0,0,0,38
56246,27,Sales,24,3,3,Female,4,1,1,H,Y,N,Sales Representative,2534,3,No,14,2,H,5,N,3,1,0,0,0,39
56262,47,Research & Development,17,1,3,Female,3,3,2,L,Y,Y,Research Director,11957,7,No,18,1,L,14,Y,1,13,8,5,12,60
56380,56,Research & Development,25,4,3,Male,3,2,2,L,Y,Y,Customercare Representative,6306,9,No,21,1,L,13,Y,2,13,12,1,9,57
56386,44,Research & Development,7,2,3,Male,4,5,4,L,Y,Y,Manager,19190,6,No,14,4,L,26,Y,2,25,9,14,13,65
56409,38,Research & Development,23,3,2,Male,1,2,1,L,Y,N,Customercare Representative,5811,6,Yes,16,3,L,15,N,3,1,0,1,0,39
56434,47,Production,6,4,2,Female,3,1,2,L,Y,Y,Machinists,2105,2,No,12,3,H,7,Y,3,2,2,2,0,61
56439,29,Research & Development,24,3,1,Male,3,2,4,L,Y,N,Customercare Representative,5373,6,No,12,1,L,6,Y,2,5,3,0,2,74
56684,32,Sales,20,3,2,Female,3,3,1,H,N,N,Sales Executive,8998,1,No,14,4,L,9,Y,3,9,8,3,7,58
56762,41,Sales,25,3,1,Male,3,2,2,L,Y,Y,Sales Executive,9355,1,No,18,3,L,8,N,3,8,7,7,7,45
56772,29,Finance,24,4,2,Female,2,2,1,L,N,Y,Accountant,7309,7,No,20,1,H,9,N,2,2,2,3,6,29
56780,30,Sales,25,3,2,Male,2,2,1,L,N,Y,Sales Executive,9714,8,No,11,4,L,10,N,3,10,8,6,7,32
56976,34,Research & Development,15,4,4,Male,2,2,3,H,N,N,Manufacturing Director,5957,6,No,13,2,H,13,Y,3,11,9,5,9,84
57036,35,Production,19,3,2,Male,3,3,3,L,N,Y,Production Supervisors,6854,6,No,19,1,H,7,N,3,2,6,1,4,31
57052,44,Production,19,3,2,Male,3,2,1,H,N,Y,Machinists,2042,4,No,12,3,H,17,N,4,3,2,1,2,64
57068,29,Production,5,3,4,Male,3,1,4,L,Y,Y,Machinists,2062,2,No,14,2,H,11,Y,3,3,2,1,2,65
57108,40,Research & Development,19,3,2,Female,3,2,2,L,N,N,Research and Design Specialists,5605,1,No,11,1,L,20,N,3,20,7,2,13,44
57114,32,Research & Development,23,3,1,Male,3,2,4,H,N,Y,Manufacturing Director,6162,1,Yes,22,2,L,9,Y,3,9,8,7,8,55
57203,37,Sales,17,4,1,Male,3,1,2,H,N,N,Sales Manager,2793,4,No,17,3,L,13,Y,3,9,8,5,8,59
57253,56,Sales,22,5,4,Female,2,2,3,L,Y,Y,Sales Executive,5380,4,No,16,3,L,6,Y,3,0,0,0,0,83
57307,45,Human Resources,13,4,2,Male,3,1,1,L,Y,Y,Human Resources,2177,4,No,16,1,L,6,Y,3,6,3,0,4,55
57352,41,IT_Support,11,3,1,Male,3,4,4,L,Y,Y,IT specialists,6073,2,No,18,4,L,6,Y,2,7,2,2,7,79
57455,48,Research & Development,15,3,4,Male,2,5,2,H,Y,Y,Research Director,18265,8,No,12,3,L,25,Y,4,1,0,0,0,72
57502,34,Human Resources,17,3,2,Female,3,3,1,L,N,Y,Human Resources,9950,9,Yes,15,3,L,11,N,3,3,2,0,2,16
57527,34,Sales,1,3,1,Male,4,2,1,L,N,N,Sales Executive,5304,8,Yes,13,2,L,9,N,2,5,2,0,4,39
57601,28,Research & Development,8,2,1,Female,1,1,2,L,N,N,Research and Design Specialists,2216,3,Yes,13,4,L,10,N,3,7,7,3,7,48
57632,39,Production,18,1,3,Female,3,1,2,H,N,Y,Machinists,3755,1,No,11,1,H,8,Y,3,8,3,0,7,62
57880,55,Research & Development,5,3,1,Male,2,1,2,L,N,N,Research and Design Specialists,3537,3,No,12,4,L,8,N,3,4,2,1,2,44
57884,29,Sales,10,3,1,Male,2,2,2,H,N,Y,Sales Executive,6644,2,No,19,2,H,10,Y,3,0,0,0,0,66
57914,49,Finance,10,3,1,Male,3,2,3,H,N,Y,Accountant,9050,7,Yes,18,1,H,10,N,3,9,6,2,6,31
57989,24,Sales,7,2,1,Female,3,2,2,H,N,Y,Sales Executive,4999,0,No,21,1,H,4,Y,2,3,2,0,2,66
57995,31,Sales,15,4,2,Male,2,1,2,L,Y,Y,Sales Representative,2329,4,No,15,2,L,13,Y,4,7,7,5,2,60
58067,51,Research & Development,20,4,1,Male,1,3,2,L,Y,Y,Manufacturing Director,10650,2,No,15,4,L,18,N,3,4,2,0,3,46
58208,45,Sales,4,4,1,Female,3,2,2,L,N,N,Sales Executive,4286,2,No,14,4,L,5,N,3,1,1,0,0,33
58255,40,Sales,6,2,3,Male,2,2,1,L,N,Y,Sales Executive,6380,2,Yes,12,1,L,8,N,3,6,4,1,0,35
58271,37,Sales,19,3,4,Male,3,2,3,H,N,Y,Sales Executive,9602,8,Yes,11,3,H,17,Y,2,3,0,1,0,75
58375,50,Sales,1,2,1,Male,2,1,1,L,N,N,Sales Manager,2683,1,Yes,14,3,L,3,N,3,3,2,0,2,50
58393,31,Sales,24,3,4,Female,3,1,2,H,N,Y,Sales Representative,2789,1,No,11,3,H,2,Y,2,2,2,2,2,62
58458,51,Sales,9,4,1,Female,3,4,2,L,N,Y,Manager,16307,4,No,14,3,L,29,N,2,20,6,4,17,42
58459,44,Research & Development,14,3,4,Male,3,1,1,H,Y,Y,Research and Design Specialists,3420,8,No,13,3,H,6,Y,2,5,2,1,3,55
58731,36,Research & Development,11,4,4,Female,2,2,2,L,N,N,Manufacturing Director,4374,7,No,15,3,L,4,N,3,3,2,1,2,48
58769,38,Research & Development,8,3,3,Male,3,2,2,L,N,Y,Manufacturing Director,4855,5,No,11,1,H,7,Y,3,5,2,1,4,54
58780,31,Research & Development,25,3,4,Male,1,2,2,L,Y,Y,Research and Design Specialists,5003,1,No,21,2,L,10,Y,3,10,8,8,7,78
58785,50,Research & Development,24,3,4,Male,3,4,2,H,Y,Y,Manufacturing Director,13973,7,Yes,18,4,L,22,Y,3,12,11,1,5,54
58836,31,Research & Development,15,3,3,Female,2,2,1,H,Y,Y,Customercare Representative,6812,3,No,19,2,H,10,N,3,10,9,1,8,28
58892,29,Sales,3,2,2,Male,3,2,1,H,N,Y,Sales Executive,4554,1,No,18,1,L,10,Y,2,10,7,0,9,55
59084,29,Research & Development,12,2,4,Male,2,1,1,L,N,N,Research and Design Specialists,2439,7,Yes,24,2,L,1,N,2,1,0,1,0,21
59100,36,Production,9,2,1,Female,3,1,4,H,N,Y,Machinists,2835,5,No,22,1,H,7,Y,3,1,0,0,0,64
59105,35,Production,8,2,3,Male,2,1,4,L,N,Y,Machinists,2690,5,No,18,4,H,1,Y,2,1,0,0,1,64
59110,48,Finance,24,4,1,Male,2,3,1,L,Y,Y,Accountant,9382,9,No,18,4,L,5,N,3,3,5,2,3,65
59242,39,Research & Development,17,1,4,Male,2,3,3,L,Y,Y,Customercare Representative,9991,5,No,15,1,L,9,Y,3,7,7,1,7,75
59325,35,Production,25,3,4,Female,2,2,4,H,Y,Y,Machinists,5363,9,No,12,2,L,10,Y,3,9,7,0,0,82
59365,42,Research & Development,10,3,2,Male,3,5,2,H,Y,N,Manager,18430,3,No,13,2,L,24,Y,2,24,7,14,9,61
59522,29,Sales,7,1,2,Female,3,3,2,H,N,Y,Sales Executive,7918,1,No,14,4,H,11,Y,3,11,10,4,1,66
59615,59,Human Resources,21,4,3,Female,2,5,2,L,N,Y,Manager,18844,9,No,21,4,L,30,Y,3,3,2,2,2,40
59688,47,Finance,19,4,1,Male,3,3,1,L,N,Y,Accountant,9335,6,No,17,2,H,10,N,1,7,2,3,6,35
59695,38,Sales,10,2,1,Female,3,2,2,L,Y,N,Sales Executive,5343,5,No,11,3,L,10,Y,3,10,7,1,9,61
59733,40,Research & Development,24,3,3,Female,3,2,2,L,N,Y,Customercare Representative,6513,2,No,17,4,H,12,Y,3,5,3,0,3,60
59919,30,Sales,12,3,2,Female,3,2,1,L,N,N,Sales Executive,6577,0,No,11,2,L,6,N,3,5,4,4,4,39
60158,33,Sales,17,3,3,Female,4,2,2,H,Y,Y,Sales Executive,5376,2,No,19,1,L,10,Y,3,5,3,1,3,60
60191,34,Production,6,3,2,Male,3,1,1,L,N,N,Machinists,2008,5,No,14,2,L,1,N,3,1,0,1,0,47
60245,19,Sales,22,1,3,Female,1,1,1,L,N,N,Sales Representative,2325,0,No,21,1,L,1,N,4,0,0,0,0,40
60352,38,Finance,19,3,2,Female,3,3,2,L,Y,Y,Accountant,8285,5,No,17,2,H,8,N,1,3,3,3,6,62
60375,33,IT_Support,13,4,1,Male,3,3,4,L,N,Y,IT specialists,8542,1,Yes,17,1,L,7,N,3,9,5,1,7,39
60572,25,Finance,18,4,1,Male,3,2,2,L,Y,Y,Accountant,8208,5,No,16,2,L,7,Y,3,8,4,1,7,83
60624,31,Production,7,3,1,Female,3,1,1,L,N,N,Production Supervisors,5838,9,No,20,3,H,9,N,3,5,6,2,2,37
60889,20,Sales,25,1,4,Male,3,1,1,L,N,N,Sales Representative,2728,4,No,11,1,L,2,N,3,2,2,0,2,38
60937,35,Research & Development,18,4,4,Female,3,2,1,H,N,Y,Customercare Representative,5093,2,No,11,1,L,16,Y,4,1,0,0,0,51
61018,41,Research & Development,5,2,4,Female,3,2,2,L,Y,Y,Manufacturing Director,5003,9,No,14,2,L,8,Y,3,2,2,2,1,57
61083,21,Production,24,3,3,Female,2,1,2,L,N,N,Machinists,1416,7,No,13,1,L,1,N,2,1,0,1,0,30
61103,33,Research & Development,8,4,3,Male,2,1,2,L,Y,Y,Research and Design Specialists,2799,3,Yes,11,2,L,6,Y,3,3,2,0,2,59
61175,41,Sales,6,4,4,Male,3,4,1,L,N,Y,Manager,16015,1,No,19,2,L,22,N,3,22,10,0,4,47
61193,33,Sales,21,3,2,Female,2,2,4,L,Y,Y,Customercare Representative,6949,4,No,14,1,L,6,Y,3,5,0,1,4,64
61335,36,Research & Development,8,3,3,Male,3,2,2,L,N,N,Research and Design Specialists,4485,4,No,12,4,L,10,N,3,8,0,7,7,30
61360,36,Human Resources,20,3,1,Male,2,1,4,L,Y,Y,Human Resources,2342,8,No,21,3,L,6,Y,3,5,4,0,3,64
61361,50,Finance,24,3,1,Female,2,3,1,L,Y,Y,Accountant,8389,4,Yes,18,1,H,9,N,2,8,3,3,2,53
61412,36,Production,18,4,1,Male,2,2,2,L,Y,Y,Machinists,5810,6,No,16,3,H,10,Y,2,10,4,1,8,54
61450,54,Research & Development,24,4,2,Female,4,3,1,L,N,Y,IT specialists,10773,9,No,20,2,L,5,N,1,3,3,2,2,27
61474,42,Production,18,2,2,Male,3,1,4,H,N,Y,Machinists,2093,4,No,17,4,H,8,Y,3,2,2,2,0,69
61577,53,Research & Development,15,2,4,Female,4,2,2,L,Y,N,Manufacturing Director,4450,1,No,11,3,L,5,N,3,4,2,1,3,48
61663,53,Sales,18,2,1,Female,2,3,2,H,Y,Y,Sales Executive,10934,9,Yes,18,4,L,35,Y,3,5,2,0,4,54
61710,40,Finance,3,4,2,Female,3,2,2,L,N,Y,Accountant,8756,2,Yes,16,1,H,10,N,3,4,3,3,6,33
61755,47,Sales,11,2,2,Female,4,2,1,L,N,N,Sales Executive,6397,8,Yes,12,4,L,8,N,3,5,4,1,3,26
62107,39,Research & Development,13,3,4,Male,3,2,2,L,N,Y,Manufacturing Director,5295,6,No,21,3,L,7,Y,3,5,4,1,0,62
62147,52,Finance,18,4,1,Male,2,3,2,L,N,N,Accountant,8098,1,No,16,1,H,8,Y,3,5,5,1,5,36
62197,36,Research & Development,1,3,3,Female,3,3,2,L,N,Y,Customercare Representative,10096,1,No,13,2,L,17,Y,3,17,14,12,8,45
62212,30,Research & Development,5,3,3,Female,1,2,3,H,N,N,Manufacturing Director,6091,2,No,20,3,H,11,Y,3,5,4,0,2,76
62302,55,Human Resources,6,4,3,Male,4,5,1,L,N,N,Manager,19636,1,Yes,18,1,L,35,N,3,10,9,1,4,47
62502,41,Sales,4,3,2,Male,4,3,2,H,N,Y,Sales Executive,8392,1,No,16,3,H,10,Y,3,10,7,0,7,68
62662,39,Production,22,3,1,Female,2,1,1,L,Y,N,Machinists,3646,1,Yes,23,2,L,11,N,4,1,0,0,0,40
62674,51,IT_Support,20,3,1,Male,2,2,2,L,Y,Y,IT specialists,9897,2,Yes,15,1,L,7,Y,3,5,7,3,4,62
62680,51,Sales,16,4,3,Male,3,2,1,L,Y,N,Sales Executive,5441,0,Yes,22,4,L,11,N,1,10,7,1,0,50
62683,27,Sales,13,1,2,Female,2,2,2,L,N,N,Sales Representative,3540,9,No,21,4,H,9,N,3,9,8,5,8,45
62688,33,Sales,23,3,4,Female,3,2,1,H,Y,Y,Sales Executive,4302,5,No,17,3,L,4,Y,3,3,2,0,2,58
62740,28,Finance,20,4,2,Male,2,2,1,L,N,Y,Accountant,9158,3,No,17,1,H,9,Y,2,6,7,1,3,25
62916,37,Research & Development,25,4,1,Female,3,3,1,H,N,Y,Research Director,13603,2,Yes,18,1,L,15,Y,3,5,2,0,2,55
62951,37,Research & Development,17,5,2,Female,3,2,1,L,N,N,Research and Design Specialists,4449,3,Yes,15,1,L,15,N,3,13,11,10,7,31
62976,44,Sales,8,3,4,Female,4,4,2,H,Y,Y,Sales Executive,13320,2,Yes,18,3,L,23,Y,3,12,11,11,11,53
63035,30,Production,10,1,2,Male,2,1,2,L,Y,N,Machinists,2720,0,No,13,4,L,6,N,3,5,3,1,2,44
63224,51,IT_Support,23,4,1,Male,2,3,1,H,N,Y,IT specialists,8508,4,No,15,2,H,7,N,1,3,2,1,2,46
63354,31,Sales,7,4,1,Male,3,3,2,L,N,Y,Sales Executive,8161,5,No,13,1,L,10,Y,3,1,0,0,0,57
63361,41,Research & Development,19,2,3,Male,3,2,2,H,N,Y,Research and Design Specialists,3072,2,No,16,1,L,17,Y,2,1,0,0,0,57
63366,51,Research & Development,3,4,1,Female,2,3,4,L,Y,Y,Customercare Representative,7484,3,No,20,3,L,23,Y,2,13,12,12,8,43
63568,30,Production,25,3,2,Male,3,3,3,L,N,N,Production Supervisors,5964,9,Yes,18,2,H,5,N,3,7,3,2,6,34
63660,34,Sales,24,3,4,Male,2,3,2,L,Y,Y,Sales Executive,7083,6,Yes,14,4,H,10,Y,3,10,9,8,6,73
63714,25,Finance,8,3,1,Male,2,3,1,L,Y,Y,Accountant,9830,7,Yes,16,4,L,9,N,2,8,4,2,5,58
63901,27,Research & Development,7,1,3,Male,2,3,2,L,N,Y,Research Director,12808,8,Yes,16,2,L,9,N,3,9,8,0,8,42
